108	['349', '3', '946', '846', '2681', '32', '3583', '78', '3583', '1715', '93']	['349', '3', '7', '946', '755', '3583', '78', '110', '32']
109	['2559', '8260', '48', '46', '126', '2237']	['2559', '2938', '48', '467', '10', '9']
110	['30', '50', '533', '803', '192', '1547', '100', '137', '30', '1547', '7', '134', '22', '50', '250', '183', '42', '13']	['30', '50', '533', '803', '192', '1547', '100', '137', '30', '1547', '7', '134', '22', '116', '1694', '250', '183', '42', '13']
111	['895', '572', '190', '43']	['180', '4', '61', '29', '190', '344', '163']
112	['46', '117', '9', '363']	['8896', '3145', '74', '117', '9', '363']
113	['21', '75', '202', '5', '766', '65', '151']	['36', '10', '21', '75', '202']
114	['1183', '5450', '5390', '1366', '2527']	['5450', '5390', '1366', '2527', '238', '1183']
115	['1183', '5450', '5390', '1366', '2527']	['330', '6222', '11594', '1366', '2527']
116	['454', '445', '159', '861', '1', '171', '1729', '846']	['454', '445', '159', '861', '15', '76', '846']
117	['711', '357', '109']	['518', '711', '858', '357', '89']
118	['60', '742', '370', '227']	['60', '742', '320', '362', '67']
119	['219', '135', '2684', '194', '2645', '647', '244', '186', '142', '181', '894', '219', '19', '894', '999']	['2684', '194', '2645', '647', '244', '186', '142', '181', '894', '219', '19', '894', '999']
120	['97', '2', '2480', '38', '97', '392', '931', '7569', '97', '1', '56']	['97', '392', '97', '2', '2480', '38', '4', '97', '23', '56']
121	['70', '949', '97', '70']	['70', '949', '97', '70']
122	['1332', '164', '641', '81', '85', '28', '34', '163']	['1332', '164', '641', '169', '85', '28', '34', '163']
123	['1023', '79', '1180', '1072', '592', '607']	['1072', '58', '592', '1023', '79', '1670', '1', '607']
124	['1543', '59', '297', '196', '432']	['1976', '297', '166']
125	['7169', '6862', '411']	['7169', '6862', '171', '176', '492']
126	['208', '878', '91', '208', '878']	['10263', '722', '7', '878']
127	['26', '649', '629', '351']	['649', '629', '91', '40', '351', '26']
128	['97', '3467', '4004', '89', '2180', '2500', '97', '22', '16', '1602']	['3664', '102', '153', '850', '0', '97', '1602']
129	['2565', '2166', '183', '5552']	['77', '209', '238', '847', '1726', '2768']
130	['13', '486', '709', '6413', '12', '34', '4024', '173']	['248', '6413', '709', '136', '13', '248', '6413']
131	['539', '47', '124', '796', '74', '87', '22', '19', '662']	['529', '74', '193', '338', '258', '662', '10', '19']
132	['196', '432', '168']	['328', '196', '432', '130']
133	['14', '33', '683', '1382', '1143']	['14', '33', '683', '0', '17', '1382']
134	['1230', '847', '27', '3', '474', '729', '1263', '5', '460', '65']	['27', '104', '847', '3', '14', '33', '474', '729', '1263', '5', '460', '65']
135	['204', '36', '60', '899', '60', '4', '90', '1584']	['211', '204', '297', '4', '807', '102']
136	['2670', '72', '694', '544', '2152', '467', '126', '6', '162']	['2670', '72', '694', '544', '2152', '467', '126', '950', '162']
137	['123', '3', '235', '8', '354', '4', '2470', '324']	['324', '6571', '354', '3', '235', '8', '354', '2360']
138	['13', '547', '1160', '681', '180']	['547', '1160', '681', '102', '48', '180', '211']
139	['5267', '1176', '36', '171', '505', '3772', '903']	['1403', '5267', '8', '3772', '903', '505', '23']
140	['1418', '1390', '8', '2103', '2305', '6863', '1', '248', '1274']	['2616', '1418', '1370', '4', '2616', '677', '2305', '6863', '1', '175', '248', '1274']
141	['149', '959', '7570', '6414', '2209', '10', '1269']	['625', '6414', '2209', '3148']
142	['97', '2', '2480', '38', '97', '4', '97', '1', '56']	['97', '2', '2480', '38', '41', '392', '931', '7569', '97', '1', '56']
143	['7308', '105', '6181', '1778', '214', '1665', '49', '5614', '4573', '2094', '5398', '1778', '179', '4573', '2094', '1121', '111', '132', '1778', '2117', '9']	['77', '3068', '3067', '1774', '5013', '396', '173', '580']
144	['135', '6861', '244', '408', '329', '3358', '5269', '5900']	['6861', '244', '133', '2052', '3358', '5269', '5900']
145	['564', '1943', '1329', '515', '38', '61', '1238']	['564', '7713', '1943', '247', '61', '658', '6189', '247']
146	['12', '22', '50', '386', '750', '1', '15', '302', '1214', '196', '1047']	['12', '22', '50', '386', '750', '15', '302', '1214', '196', '1047']
147	['656', '301', '355']	['2385', '48', '301', '355']
148	['1077', '3', '8', '181', '7170', '144']	['1146', '8', '181', '7170', '236', '144', '3']
149	['3018', '121', '337', '2896', '0', '519', '24', '44']	['6', '868', '1669', '2535', '2842', '433', '17', '44']
150	['97', '1505', '97', '449', '61', '124', '796', '25', '1', '56']	['97', '1505', '97', '449', '411', '25', '1', '56']
151	['221', '169', '85', '28', '34', '185', '110']	['221', '81', '85', '28', '34', '185', '110']
152	['625', '1688', '1785', '2996', '2']	['625', '1688', '1785', '2996', '2', '618', '619', '808', '18']
153	['60', '4', '319', '304', '10', '147', '52', '612', '442']	['92', '4', '319', '2235', '52', '262']
154	['38', '175', '3692', '360', '82']	['3692', '360', '1315', '1648']
155	['2593', '6864', '1', '192', '1161', '872']	['1161', '872', '321', '430']
156	['712', '335', '322', '111', '161']	['335', '322', '712', '24', '161']
157	['57', '455', '194', '777', '74', '403', '25', '87', '132', '9']	['57', '455', '194', '777', '74', '403', '25', '1140', '10', '141', '9', '15']
158	['12', '8', '47', '224', '102', '3762', '771']	['12', '8', '47', '224', '102', '211']
159	['1688', '1785', '2209', '2', '507', '93', '1206', '147', '384']	['704', '1688', '1785', '2209', '2']
160	['267', '415', '195', '626', '5', '1514', '1941', '1376']	['2107', '5613', '2', '8951', '3794', '1376', '355']
161	['1649', '641', '81', '85', '28', '34', '479', '357', '1120', '102']	['1649', '641', '81', '85', '28', '34', '479', '1120', '4331']
162	['6', '5', '2408', '264', '23', '2238', '17', '4898']	['23', '2238', '264', '6', '24', '951', '2211', '342', '4898']
163	['341', '1890', '3636', '59', '21', '602']	['0', '247', '1890', '3636', '2293', '352', '11']
164	['454', '445', '159', '861', '1', '171', '1729', '846']	['454', '4642', '159', '0', '550', '396', '512', '846', '45']
165	['312', '60', '1', '5', '1815', '226', '157', '312', '1810']	['92', '226', '157', '1339', '315', '337']
166	['1075', '2291', '1', '787', '322']	['12', '8', '2291', '8897', '787', '322']
167	['2361', '1417', '7167', '7168', '5719', '279', '147', '9']	['2888', '6876', '7167', '0', '416', '2312', '7590']
168	['69', '4979', '69', '6586', '355', '74', '87', '396', '1292', '6294']	['69', '4979', '69', '6586', '355', '74', '87', '1', '17', '577', '380']
169	['97', '1505', '97', '449', '61', '124', '796', '411', '25', '1', '56']	['97', '1505', '97', '449', '411', '25', '1', '56']
170	['1027', '1378', '143']	['1027', '4964', '361', '143']
171	['74', '96', '494', '87', '1780', '10', '427']	['74', '96', '494', '87', '1780', '137']
172	['2', '146', '930', '694', '1904', '193', '250', '760']	['707', '247', '1156', '403', '87', '250', '760']
173	['189', '3', '189', '2', '546', '4', '724', '66', '243', '894', '74', '2102', '193', '189', '2', '1', '162']	['189', '3', '189', '2', '7048', '4', '724', '66', '243', '894', '74', '2102', '193', '189', '2', '1', '162']
174	['406', '551', '59', '469', '12']	['406', '551', '59', '469', '10', '141', '12']
175	['6', '416', '389', '235', '27', '7171', '36', '549', '1229', '19', '9', '18']	['2355', '549', '4609', '48', '467', '6', '1', '162', '1', '10', '24', '9']
176	['3031', '100', '1125', '419', '34', '111', '2342', '923', '856']	['989', '29', '1125', '8', '923', '332', '29', '17', '342', '610', '1125', '216']
177	['1069', '4548', '51', '6587', '54']	['5266', '5309', '40', '697', '6692', '51', '808', '54']
178	['212', '97', '131', '17', '372', '274']	['108', '212', '97', '274', '212']
179	['385', '428', '346', '1', '3282']	['3236', '346', '11610']
180	['569', '181', '1117', '232', '2072', '480', '16', '13']	['569', '13', '1117', '232', '2072', '480', '14']
181	['4', '319', '304', '17', '275']	['304', '4', '319', '275']
182	['2755', '59', '569', '263', '2056', '74', '1117', '232', '591', '696', '16', '13']	['2755', '59', '569', '263', '5783', '74', '1117', '232', '591', '696', '16', '13']
183	['4616', '451', '49', '19', '241']	['1399', '863', '451', '350']
184	['116', '40', '640', '149', '5262', '5266', '434']	['4796', '139', '268', '333', '149', '1163', '5266']
185	['6526', '250', '1212', '561', '1350', '331', '35']	['775', '561', '2253', '133', '284', '481']
186	['3817', '852', '1474', '260', '19', '18']	['374', '905', '260', '852', '470', '260', '17', '437']
187	['732', '109', '7', '216', '878', '185']	['216', '732', '34', '112', '133', '185']
188	['2879', '6588', '6589', '22', '181', '7571', '79', '6590', '369', '387']	['354', '2879', '6588', '6589', '181', '7571', '79', '6590', '369', '621', '24', '387']
189	['286', '313', '192', '110']	['192', '286', '313', '3604', '5', '86']
190	['6205', '40', '170', '12', '264', '131', '181', '76', '366', '513', '1001', '15', '9']	['12', '8', '181', '76', '106', '613', '59', '5753', '23', '15', '9']
191	['46', '13', '5', '452', '109']	['3381', '13', '46', '138']
192	['404', '821', '288', '100', '284', '988', '8', '2360', '13']	['314', '131', '528', '100', '170', '284', '988', '76', '4', '185']
193	['14', '33', '639', '120', '4', '19', '639', '71', '58', '62', '18']	['2365', '215', '3775', '940', '1075', '23', '215', '588']
194	['174', '303', '174', '163', '63']	['174', '303', '174', '163']
195	['248', '1274', '554', '96', '19', '18']	['248', '1274', '554', '96', '169', '9', '1630']
196	['103', '505', '371', '1473', '903', '31', '543', '301']	['36', '177', '371', '1473', '903', '236', '3405', '31', '301']
197	['85', '28', '34', '1', '321']	['28', '34', '321', '211']
198	['50', '535', '302', '167', '1142', '30', '152', '541', '114', '161', '80', '8', '302', '250', '2060', '114', '100', '1', '583']	['469', '535', '406', '167', '1441', '541', '261', '1142', '161', '80', '8', '302', '250', '2060', '114', '68']
199	['97', '3467', '4004', '89', '2180', '2500', '97', '22', '16', '1602']	['3443', '97', '89', '2180', '2500', '1164', '5279', '2015', '1602']
200	['933', '266', '332', '13']	['77', '907', '266', '332', '10']
201	['955', '1191', '121', '506', '2', '1', '336', '436', '121', '506']	['2002', '237', '2002', '506', '108', '7517', '3507', '91', '425']
202	['489', '3', '89', '191', '63', '369']	['489', '3', '89', '49', '63', '2504', '369']
203	['3718', '35', '7172', '1459', '35', '8', '4', '361', '205']	['3718', '7172', '1459', '35', '8', '4', '159', '205', '378']
204	['1027', '1378', '143']	['1027', '124', '11', '557']
205	['81', '228', '55', '11582', '81', '41', '74', '193', '3264', '9']	['2147', '55', '81', '41', '81', '228', '74', '193', '10', '1306', '9']
206	['192', '313', '408', '215', '37']	['313', '192', '37']
207	['159', '271', '640', '159', '2218', '397', '3438', '78']	['159', '2218', '159', '271', '5', '3438', '78']
208	['312', '60', '1', '16', '157', '103', '700', '90', '8758']	['92', '157', '515', '700', '90', '8758', '10']
209	['20', '804', '1', '16', '459', '118', '6865', '218']	['459', '118', '6865', '218', '112', '20', '804', '16', '79', '967']
210	['2780', '205', '1702', '7333', '1298', '939']	['76', '1008', '3471', '8', '477', '1247', '399']
211	['544', '361', '873', '645', '90']	['124', '11', '361', '7313', '873', '10', '5392']
212	['1843', '934', '386', '1267', '13']	['2988', '934', '1859', '4520', '394', '13']
213	['1061', '832', '691']	['1061', '832', '3633']
214	['12', '22', '50', '386', '750', '1', '15', '302', '1214', '196', '1047']	['12', '8', '50', '386', '750', '111', '35', '302', '1214', '196', '1047']
215	['91', '1', '118', '222', '753', '218']	['91', '118', '222', '753', '218']
216	['869', '6326', '5', '220']	['869', '3243', '863', '5', '138']
217	['1585', '15', '55', '84', '71', '615', '250', '196', '166']	['1585', '15', '615', '55', '84', '71', '615', '250', '196', '166']
218	['121', '105', '6087', '5487', '6273', '363', '307', '762', '1', '408', '1174']	['105', '6087', '5487', '279', '8753', '48', '46', '2312', '162']
219	['1597', '7173', '17', '342', '350', '2485', '149', '712']	['406', '2485', '149', '712', '5', '79', '1110', '460']
220	['2767', '8907', '363', '307', '1752', '1', '18']	['2767', '4205', '2069', '363', '307', '162']
221	['413', '292', '265', '129', '1425', '3', '1', '56']	['413', '292', '265', '129', '1425', '3', '56']
222	['6088', '1952', '2302', '8261', '2', '5877', '5381', '384']	['3563', '6088', '1952', '5285', '0', '9']
223	['2532', '11', '499', '49', '215', '37']	['499', '497', '37']
224	['2172', '88', '236', '602', '565']	['2172', '88', '522', '602', '565']
225	['7572', '602', '114']	['7572', '602', '114']
226	['1884', '1626', '682', '607']	['1884', '1626', '10', '72', '359']
227	['182', '2315', '4', '646', '1704', '3777', '11', '580', '11583']	['77', '182', '2315', '4', '646', '1704', '3777', '11', '40', '5', '173']
228	['1753', '41', '213', '32', '32', '90', '5637', '68']	['55', '1753', '41', '932', '60', '15', '835', '90', '5261', '213', '68']
229	['205', '2540', '5804', '151', '13']	['344', '7', '205', '2540', '29', '5804']
230	['559', '218', '446', '218', '71']	['559', '446', '392']
231	['104', '1718', '3', '8', '596', '13']	['726', '3', '27', '104', '596', '8', '369']
232	['44', '27', '15', '24', '20', '2287', '230', '5656', '38']	['20', '2287', '230', '5656', '105', '15', '24', '17', '177', '44']
233	['1009']	['1009', '392']
234	['2953', '3376', '27', '2269', '15', '424', '9']	['424', '17', '2953', '3376', '27', '2269', '24', '1021', '9']
235	['547', '1160', '681', '180', '211']	['547', '1449', '2859', '444']
236	['571', '548', '76', '905', '981', '23', '5086']	['571', '548', '76', '86', '905', '981', '23', '5086']
237	['70', '1558']	['1558', '70', '67']
238	['25', '610', '59', '2144', '135', '174']	['25', '610', '59', '23', '2144', '135', '174']
239	['118', '67', '185', '249', '7', '102', '1826', '52', '1214', '2580', '4418']	['20', '3848', '185', '249', '7', '102', '1826', '52', '1214', '2580', '4418']
240	['1009']	['1009', '275']
241	['358', '6559', '3071', '1042', '78', '1172', '2']	['1889', '3071', '267', '23', '876', '2060']
242	['121', '214', '349', '206', '1', '133', '628', '351', '52', '24']	['121', '2820', '1', '133', '628', '351', '52', '24']
243	['121', '214', '349', '206', '1', '133', '628', '351', '52', '24']	['1646', '416', '27', '11396', '0']
244	['1', '7573', '6866', '1770']	['225', '6866', '7573', '0']
245	['564', '2528', '1320', '1527', '82', '2528', '927', '82', '3485']	['564', '6545', '2528', '927', '82', '1092', '0']
246	['869', '6326', '5', '220']	['869', '3717', '863', '2631', '40']
247	['267', '415', '195', '626', '5', '1514', '1941', '1376']	['195', '624', '8', '2456', '1941', '1376']
248	['120', '96', '62', '19']	['19', '0', '120', '62']
249	['30', '50', '533', '803', '192', '1547', '100', '137', '30', '1547', '7', '134', '22', '50', '250', '183', '42', '13']	['30', '50', '1746', '1965', '42', '12', '22', '13']
250	['4091', '825', '24', '85', '28']	['23', '105', '48', '723', '48', '825', '653', '125', '85', '28']
251	['283', '129', '7', '374', '345', '470', '22', '16', '78', '242']	['374', '345', '470', '22', '242', '168']
252	['286', '313', '673', '1363', '516', '3668']	['1427', '94', '191', '25', '102']
253	['6219', '14', '33', '16', '70', '1123', '240']	['1303', '43', '3305', '6219', '70', '1123', '240']
254	['248', '1274', '554', '96', '5', '19', '241']	['248', '1274', '179', '1572', '96', '5', '19', '18']
255	['182', '2315', '4', '646', '1704', '3777', '11', '49', '173']	['2315', '4', '646', '1704', '3777', '12', '291', '109']
256	['6867', '7410', '554', '96', '1174']	['3029', '1597', '8559', '1177', '11611']
257	['3368', '104', '101', '174', '3', '1', '56', '3368', '1559', '1174']	['3368', '104', '101', '3', '56', '3368', '2', '5', '162']
258	['866', '856']	['866', '61', '208', '44']
259	['6', '5754', '304', '565', '328', '986', '166']	['6', '5754', '304', '565', '358', '786', '512', '9']
260	['70', '949', '97', '70']	['1422', '4674', '949', '97', '56']
261	['543', '709']	['709', '392']
262	['64', '904', '440', '247', '34', '3529', '22', '111', '5736']	['594', '479', '1751', '34', '22', '440', '247', '50', '4692', '4', '409', '72', '262']
263	['2128', '2462', '2546', '185', '59', '16', '498', '11']	['2462', '185', '59', '1503', '16', '508', '218']
264	['933', '411', '1789']	['2107', '907', '291', '40', '0', '967']
265	['349', '244', '3', '276', '191', '39']	['349', '244', '3', '7', '132', '160', '2218', '2', '191', '19', '39']
266	['821', '199', '288', '199', '233', '283', '129', '3', '83', '43', '63']	['237', '199', '233', '283', '129', '3', '83', '43']
267	['446', '21', '408', '184', '871', '429', '89']	['446', '567', '21']
268	['12', '8', '50', '181', '302', '1987', '25', '801', '62', '1', '809', '100', '132', '137', '30', '134']	['12', '8', '50', '181', '302', '1987', '25', '1', '809', '100', '132', '137', '30', '134']
269	['42', '388', '50', '1', '92', '233', '2928', '699']	['323', '2178', '388', '92', '104', '699']
270	['4484', '50', '96', '302', '1', '231', '252']	['739', '59', '50', '96', '302', '24', '0']
271	['114', '23', '139', '235', '664', '203', '592']	['552', '3', '27', '235', '1230', '1774']
272	['65', '27', '330', '555']	['65', '507', '555']
273	['1543', '59', '10', '231', '903']	['204', '292', '3', '2401', '10', '4900', '8', '90']
274	['367', '582', '82', '5102']	['77', '367', '582', '2782', '437']
275	['6220', '1459', '23', '719']	['1459', '337', '1302', '0', '719']
276	['2139', '2396', '253', '1059']	['2139', '2396', '1059', '40', '63']
277	['60', '6591', '31', '235', '111', '301', '75', '71']	['77', '31', '1690', '1', '331', '301', '31']
278	['5326', '149', '149', '2294', '160', '434']	['2294', '160', '434', '149', '23', '729']
279	['91', '1', '118', '222', '753', '218']	['91', '1', '1155', '214', '222', '753', '218']
280	['233', '3', '8', '4656', '107', '175', '1594']	['237', '3', '104', '626', '4', '185', '77', '1', '175', '1594']
281	['41', '12']	['41', '12', '670', '1556', '136']
