['50', '51', '54', '336', '368', '61', '30', '152', '541']	['30', '134', '41', '137', '35']	0
['4313', '1549', '12']	['7384', '6475', '71', '1767', '12']	1
['84', '16', '508', '371', '122']	['26', '351', '10', '508', '122']	0
['1781', '63', '690']	['3154', '1781', '67', '40', '63']	0
['263', '285', '1530', '69', '285', '2718', '263', '232', '23', '2781']	['569', '111', '4069', '527', '263', '232']	0
['29', '844', '345', '680', '316']	['29', '844', '3866', '408', '345', '680', '1389']	0
['914', '1303', '2098', '33', '4', '115']	['46', '817', '112', '17', '437']	0
['30', '50', '152', '62', '19', '1005', '520', '18', '8', '112', '23', '3847', '12', '41', '100', '1614', '302', '250', '650']	['50', '152', '62', '19', '1005', '520', '18', '8', '3847', '12', '41', '100', '1614', '302', '250', '650']	1
['99', '545', '1338', '176']	['99', '176', '545', '37']	0
['116', '134', '127', '183', '909', '40', '63', '7341']	['12', '137', '134', '67', '127', '183', '909']	0
['332', '918', '752', '125', '559', '4', '190', '35']	['918', '752', '967', '332', '125', '559', '4', '190', '314', '35']	1
['604', '3379', '447', '7', '177', '87', '358', '15', '1397', '162']	['604', '8501', '7', '177', '87', '358', '15', '628', '178', '162']	0
['157', '103', '312', '60', '103', '4405', '45']	['226', '157', '7', '103', '501', '4', '4405', '14']	0
['600', '1726', '353', '6', '8030', '197', '37']	['223', '1726', '353', '6', '5', '151']	0
['2427', '685', '4205', '5175', '485', '1172', '620', '6', '5', '150']	['2427', '685', '4205', '5175', '485', '1300', '620', '6', '1', '150']	1
['293', '803', '173', '222']	['293', '803', '5', '173']	1
['338', '95', '355', '1145', '1134', '49', '79']	['11379', '1767', '17', '342', '1571', '338', '95']	0
['4765', '4766', '4767', '206', '3170', '52', '351']	['4765', '4766', '4767', '206', '3170', '52', '150']	0
['312', '60', '88', '15', '644', '724', '157', '103', '10']	['312', '60', '1', '16', '724', '157', '103', '88', '15', '644']	1
['487', '30', '25', '112', '134']	['348', '245', '420', '5229', '203', '61', '30', '134']	0
['1886', '65', '63', '4011']	['1886', '65', '3234']	0
['2409', '1002', '131', '55']	['1002', '1338', '55']	0
['3184', '3801', '3317', '191']	['7097', '868', '141', '2383', '3184', '385', '3184']	0
['85', '1043', '1189', '529', '2006', '69', '66', '2']	['500', '183', '447', '1189', '529', '2006', '69', '1073', '66', '2']	0
['30', '50', '96', '8', '862', '142', '1980', '50', '1480', '1336', '21', '448', '106', '83', '100', '111', '190']	['30', '50', '116', '96', '8', '862', '142', '1980', '50', '21', '448', '106', '83', '100', '111', '190']	1
['897', '566', '1171', '3008', '2041', '1697', '10', '147', '24', '9']	['566', '897', '916', '3008', '2041', '9008', '24', '9']	0
['1198', '7290', '154', '1495', '105', '739', '386', '50', '96', '22', '302', '358', '51', '54']	['1441', '53', '154', '1495', '27', '739', '386', '50', '697', '22', '405', '51', '54']	1
['7702', '4378', '17', '26', '275']	['26', '361', '2', '4378', '44']	1
['237', '2337', '6053', '1812', '5538', '8086', '6739', '1204', '568', '14', '10', '79']	['7056', '594', '624', '4490', '1376', '5759', '314']	0
['1692', '884', '31', '103', '132', '924', '90', '45', '234', '1298', '143']	['6', '1926', '31', '132', '924', '90', '399', '939']	1
['11', '1182', '1249', '687', '115', '1528', '2450', '22', '16']	['1182', '1249', '687', '16', '67', '115', '1528', '2450']	0
['3117', '977', '664', '1737', '1', '5', '78', '1821']	['664', '1737', '3117', '977', '4', '78', '1821']	1
['60', '36', '996', '528', '1921', '329', '329', '1473']	['42', '388', '4', '544', '42', '39', '388', '319', '1473']	0
['407', '235', '139', '23', '76', '15', '78', '3', '213', '68']	['1459', '235', '4', '23', '213', '3812']	0
['98', '386', '37', '5410', '4656', '224', '149', '84']	['98', '386', '750', '852', '224', '47', '1', '84']	1
['43', '33', '572', '190', '344', '21']	['344', '7', '43', '35', '29', '572', '190']	1
['4822', '4823', '291', '1359']	['4822', '4823', '421']	1
['46', '64', '21', '256', '128', '138']	['46', '256', '128', '109']	1
['5685', '50', '15', '161', '47', '224', '71', '43', '4694', '583']	['161', '47', '712', '43']	0
['108', '212', '2015', '97', '1378', '143']	['97', '4530', '143']	0
['1885', '21', '72', '555', '479', '65', '10', '13']	['1885', '141', '555', '479', '65', '21', '10', '13']	1
['92', '4', '498', '699', '14', '250', '45']	['31', '699', '4', '920', '5279', '1602']	0
['76', '3', '7866', '24', '740', '4440', '15', '9']	['740', '4440', '392', '77', '124', '26', '70', '740', '4440']	0
['1973', '1991', '184', '871', '49', '429', '89']	['217', '327', '1760', '871', '23', '5', '356']	0
['709']	['154', '8', '143', '21', '12']	0
['104', '31', '83', '36', '6', '807']	['31', '83', '15', '78', '924', '166']	0
['417', '3', '63', '369']	['101', '3', '16', '63', '89']	0
['1425', '78', '180', '555', '65']	['48', '1425', '78', '180', '72', '52', '262']	0
['3274', '6716', '34', '2811', '18']	['594', '670', '2855', '18', '577']	1
['1466', '5146', '41', '7', '581', '62', '32', '980', '99']	['5146', '41', '7', '581', '62', '32', '980', '99']	1
['1358', '12', '220', '133', '912', '2170', '238', '53']	['1358', '12', '695', '12', '109', '53']	0
['160', '282', '2200', '115', '146']	['115', '5423', '310', '79', '10795', '570', '146']	0
['3', '7', '27', '32', '5983', '107', '110']	['107', '110', '3', '7', '27', '465', '1953', '7143', '14', '211']	1
['36', '544', '5002', '3412', '1108', '1603', '72', '262']	['1390', '345', '10083', '3412', '1603', '13', '6', '165', '743']	0
['272', '93', '4160', '4481', '4482', '330']	['168', '10737', '4482']	0
['116', '30', '134', '7', '114', '860', '976', '507', '1360', '22', '116', '1694', '4', '250', '114', '492']	['116', '30', '134', '7', '114', '860', '976', '507', '1360', '22', '116', '40', '4', '474', '114', '211']	1
['957', '3534', '1450', '40', '7090', '2349']	['957', '8623', '526', '1590', '1450', '1', '686']	0
['32', '694', '90', '1035', '2264', '90']	['2491', '694', '88', '1035', '90', '2456', '668', '90']	0
['2163', '5289', '1356', '6505', '2126', '150']	['1119', '2126', '19', '18']	0
['51', '34', '7', '1433', '2', '69', '378', '1168', '176', '45']	['7759', '34', '1433', '2', '27', '45']	0
['398', '1956', '3185', '1321', '733', '9']	['704', '273', '410', '3185', '730', '547', '150']	1
['48', '46', '1365', '19']	['46', '239', '1365', '835']	0
['457', '190', '163', '63']	['457', '190', '163', '471']	0
['6', '511', '443', '90', '693']	['511', '443', '90', '2495', '330', '9878', '729']	0
['1580', '1644', '2570', '221', '4908', '22', '940']	['267', '1580', '1644', '749', '281']	0
['192', '226', '157', '60', '1619', '3604', '5434']	['192', '226', '157', '60', '1619', '315', '2018', '5434']	0
['3572', '228', '1998', '24', '184', '418']	['3572', '52', '42', '684', '356', '24', '184', '418']	0
['101', '25', '1257', '2406', '453', '8', '512', '946', '337', '148', '502', '305']	['101', '2', '734', '99', '120']	0
['633', '370', '227']	['370', '3', '370', '362']	0
['535', '167', '8051', '160', '1072', '1782', '2797', '7', '115', '112', '140']	['1072', '1782', '2797', '7', '273', '3158', '61', '146']	1
['30', '784', '41', '4200', '1551']	['30', '784', '41', '2295', '1551']	0
['597', '105', '32', '206', '59', '240', '7', '337', '523', '59', '316', '453', '2', '278', '1810', '519', '49', '70']	['105', '32', '206', '59', '240', '597', '27', '523', '59', '316', '453', '2', '10', '70', '278', '1810', '519']	1
['239', '4', '585', '139', '5483', '314', '294']	['262', '239', '2473', '10398', '4']	0
['2853', '142', '812', '8219', '8220']	['7394', '7542', '1727', '2172', '325', '626', '325', '1733', '23', '2172']	0
['321', '59', '168', '28', '56', '113']	['35', '344', '34', '1298', '186']	0
['217', '6817', '216']	['217', '1460', '5930', '171', '490', '4', '1460', '216']	0
['91', '192', '587', '218']	['587', '10262', '124']	0
['404', '359', '2397', '229', '110']	['404', '6502', '359', '2397']	1
['6', '381', '2653', '6', '257', '251', '86']	['257', '172', '533', '251', '6', '381']	0
['949', '97', '408', '497', '37']	['212', '97', '5', '497', '37']	1
['55', '243', '84', '220', '84', '71']	['27', '53', '84', '220', '77', '1001', '84', '71', '70']	0
['500', '889', '312', '103', '1', '1334', '92', '104', '3443', '31']	['500', '889', '312', '103', '1', '1334', '92', '104', '2015', '31']	0
['1621', '148', '2969', '66', '200', '2', '135', '232', '174', '99', '132', '19', '663']	['260', '619', '1005', '663', '2800', '888', '260']	0
['338', '633', '370', '17', '227']	['633', '370', '539', '17', '227']	1
['6', '899', '4', '107', '715', '187', '32', '112', '78', '213']	['6', '899', '8', '4', '107', '715', '187', '32', '1', '213']	1
['424', '3222', '6581', '2299', '2205', '592', '285', '133', '3963', '1953', '1520', '969', '2417']	['219', '5998', '160', '2299', '2205', '1', '133', '1310', '1520', '969', '2417']	1
['382', '572', '902', '2656', '17', '26', '275']	['273', '382', '5631', '2656', '17', '372', '26', '275']	1
['375', '4397', '431', '201', '2913', '211']	['365', '201', '375', '4397', '431']	1
['2124', '2', '154', '220', '5', '356']	['2124', '7047', '7046', '53', '1347', '1131', '766']	0
['121', '2991', '27', '3380', '270', '22', '2152', '566', '3291', '270', '1', '3957']	['4023', '4', '3957', '566', '44', '645', '3465']	0
['315', '1024', '2471', '198', '718', '347', '198', '1742', '52']	['91', '26', '11', '52', '69', '198', '718', '347', '1742', '71']	1
['200', '2', '895', '7', '4605', '1106']	['344', '200', '2']	0
['1109', '324', '785', '891', '672', '166', '354', '523']	['2688', '324', '785', '8', '354', '512', '891', '166', '68']	1
['312', '60', '10', '724', '157', '103', '88', '15', '644']	['312', '60', '16', '157', '103', '107', '39']	0
['84', '71', '55', '8', '615', '224', '810', '434', '47', '1368', '75', '268', '1368', '2020', '615', '1', '16', '799', '1995']	['55', '84', '71', '434', '47', '39', '4732', '11236', '615']	0
['281', '61', '722', '7', '878']	['722', '7', '878']	0
['92', '2157', '707', '247', '130', '75', '71']	['707', '1609', '75', '71']	1
['45', '2', '1480', '1336', '1907', '298', '1877', '58', '638', '550', '3192', '21', '1451']	['77', '713', '298', '80', '53', '1451']	0
['3870', '4058', '1467', '725', '4857']	['8713', '1467', '199', '136']	0
['226', '157', '247', '2407', '22', '179', '160', '177', '87', '162']	['146', '1221', '7', '372', '1799', '18', '146', '606']	0
['114', '367', '570', '69', '998', '261', '240', '83']	['495', '1083', '3']	0
['1027', '429', '4304', '965']	['1027', '2657', '557']	0
['108', '155', '3798', '532', '3798', '15']	['121', '3798', '708']	0
['14', '33', '103', '5', '9', '2134']	['328', '22', '6', '15', '9', '718', '271']	0
['906', '954', '1447', '6', '115', '10']	['2329', '59', '1447', '558', '976', '6']	0
['139', '5610', '2915', '14', '33', '1', '2010', '729', '158', '261', '189']	['154', '1043', '114', '189', '8034', '8035', '729']	1
['633', '794', '1888', '619', '380']	['673', '46', '817', '17', '275']	0
['13', '552', '3', '27', '235', '664', '1034', '1591', '14']	['552', '3', '105', '235', '664', '1290', '203', '1', '171', '15', '9']	0
['15', '652', '574', '948', '913', '574', '637', '850', '26', '1070']	['11', '652', '574', '948', '913', '574', '637', '850', '26', '1070']	1
['5755', '58', '2863', '271']	['779', '3243', '863', '5', '86']	0
['426', '27', '2692', '2751']	['1049', '1', '5', '2692', '238', '2751']	1
['3479', '2049', '396', '26', '1578']	['3814', '342', '8439', '2049']	0
['13', '2840', '38']	['2840', '227']	0
['91', '1445', '710', '225', '281', '2383', '118', '5446']	['229', '281', '1511', '20', '2632', '641', '2970', '7751']	0
['453', '2', '453', '3790', '496', '230', '4476', '278', '278', '591', '696', '222', '19']	['1510', '7', '2821', '222', '19', '102']	0
['240', '597', '16', '677', '78', '946']	['240', '597', '16', '113', '78', '946']	0
['81', '228', '4862', '81', '85', '28', '7', '1537']	['81', '228', '4862', '3803']	0
['355', '179', '6', '1860']	['6', '1860', '40', '429', '355']	1
['764', '37']	['91', '2532', '11', '764', '2']	0
['312', '60', '226', '157', '60', '93', '157', '119', '110']	['312', '60', '16', '933', '157', '60', '93', '157', '119']	0
['36', '1720', '90', '49', '21', '78', '1019']	['108', '3264', '90', '21', '78', '1019']	1
['172', '581', '139', '233', '884', '41', '3173', '581']	['581', '5', '1289', '238', '509', '26', '2418']	0
['269', '398', '376', '534', '4450', '398', '376', '534']	['3858', '398', '376', '10712', '934', '1123']	0
['128', '75', '268', '466', '961']	['77', '75', '268', '128']	0
['112', '933', '635', '59', '1025', '361', '205', '1316']	['205', '635', '962', '1025', '2501', '1376', '1685', '1434']	0
['73', '7526', '7527', '7528', '1', '575']	['1872', '1176', '6573', '1176', '51', '2291', '8897', '54']	0
['237', '820', '86', '3777', '264', '2', '147', '797', '35']	['407', '237', '8', '237', '3323', '3464', '314', '1269']	1
['775', '4', '24', '1775', '14']	['775', '343', '14', '609', '24', '1775']	1
['237', '3700', '179', '1271', '3850', '482', '294']	['5746', '3700', '179', '1271', '2342', '612', '442']	1
['562', '5397', '276', '408', '485', '276', '725', '788', '1999', '1381', '788']	['562', '2', '32', '2148', '159', '232', '276', '254', '3744', '562', '1559', '131', '528']	0
['325', '36', '6242', '8', '10', '292', '31']	['103', '49', '141', '104', '243', '748', '119', '31']	0
['1072', '3360', '3105', '4682', '3361', '1847']	['160', '3105', '4682', '3361', '1072', '3360', '1847']	1
['202', '940']	['28', '5000', '202', '940']	0
['26', '2499', '12', '30', '47', '979', '176', '113']	['979', '176', '119']	1
['288', '3531', '17', '177', '44']	['77', '288', '3531', '674']	0
['7982', '2707', '552', '126', '347', '925']	['2707', '552', '188', '1768', '142', '7984', '347', '925']	1
['2610', '505', '890', '903']	['91', '2610', '231', '890', '903', '627']	1
['1047', '458', '5500', '179', '193', '458', '387']	['1896', '179', '458', '193', '116', '3303', '4995', '9', '3009']	0
['61', '75', '290', '202', '940']	['75', '290', '211', '109', '940']	0
['91', '426', '81', '922', '447', '17', '341', '184']	['267', '887', '52', '1049', '81', '11415', '1', '341', '184']	0
['1552', '49', '78']	['1395', '5301', '1071', '660']	0
['108', '1050', '602', '565', '238', '3507']	['413', '1050', '602', '565']	0
['81', '228', '527', '433', '113', '2608', '527', '4', '23']	['81', '922', '22', '1223', '527', '485', '119', '143']	0
['81', '228', '2608', '527', '433', '24', '875', '527', '433', '119']	['81', '228', '527', '433', '1', '119', '2608', '527', '4', '23', '13']	1
['64', '41', '12', '8', '43', '809', '100', '141', '280', '132']	['64', '41', '12', '8', '809', '100', '141', '280', '132', '43']	1
['237', '270', '58', '48', '467', '264', '108', '21', '529', '841', '1395', '10', '975']	['77', '270', '46', '529', '841', '1395', '52', '259']	0
['73', '47', '2292', '73', '96', '491', '51']	['73', '47', '781', '2292', '73', '96', '491', '51']	1
['2944', '879', '154', '132', '144', '106']	['64', '879', '154', '132', '144', '106', '49', '135', '151']	0
['789', '472', '1096', '22', '1237', '79']	['789', '516', '7', '1567', '16', '319', '203', '1237']	0
['43', '17', '70', '30', '50', '25']	['30', '50', '25', '43']	1
['800', '198', '238', '4', '246']	['800', '198', '1183', '246']	1
['1803', '27', '481', '226', '2181']	['92', '226', '157', '1339', '266', '68']	0
['73', '476', '252', '47', '1', '575']	['912', '476', '252', '47', '575', '54']	0
['12', '34', '486', '137', '30', '134', '4720', '50', '533', '353', '6', '4617', '302', '888', '6', '257', '13']	['12', '34', '7', '30', '134', '137', '191', '11']	0
['115', '4121', '115', '4228', '4', '337', '5981', '6479']	['4121', '115', '340', '5333', '4', '337', '11', '1962']	1
['468', '705', '191', '109']	['705', '4201', '138']	0
['1122', '154', '178', '80', '5', '356']	['1122', '80', '154', '5', '766', '138']	0
['767', '100', '40', '1205', '34', '35']	['169', '7320', '34', '156', '22', '3505', '199', '136']	0
['1255', '1463', '1573', '25', '252']	['815', '697', '944', '171', '51', '1573', '54']	1
['156', '24', '184', '190', '37']	['156', '24', '184', '190', '37', '391']	1
['385', '428', '346', '2', '1', '1349', '324', '1500']	['385', '428', '346', '2', '324', '3444', '1500']	1
['1270', '1847', '3631', '2918', '3051', '17', '175', '1150', '82']	['1150', '82', '175', '588', '131', '130', '175', '1150', '82']	0
['156', '37', '109']	['156', '37', '708']	1
['415', '22', '5', '508', '109']	['225', '415', '267', '5', '508', '708']	1
['2990']	['2990', '269']	1
['1993', '2054', '112', '177', '856']	['91', '394', '1993', '2054', '362', '67']	0
['154', '215', '37']	['1369', '5967', '5', '215', '37']	0
['259', '330', '185', '20', '127', '1806', '2248', '20', '2592', '674', '44']	['325', '20', '334', '674', '44', '5828', '182', '2248', '0']	0
['559', '186']	['559', '228', '490', '559', '216', '119']	0
['472', '789', '1096', '22', '3846', '79']	['789', '573', '22', '5', '173']	0
['14', '33', '5', '141', '768', '1784']	['217', '14', '33', '8355', '2682', '768', '2954']	0
['57', '1', '171', '300', '223', '612', '442', '529', '288']	['57', '1', '171', '248', '223', '612', '442', '529', '288']	0
['633', '1516', '82', '503']	['1516', '5462', '640', '437']	0
['100', '1', '16', '4800', '3795', '57', '125', '28']	['57', '10', '72', '100', '2330']	0
['265', '370', '58', '7155', '3220', '309']	['265', '370', '1055', '2794', '309']	0
['42', '388', '1', '92', '233', '699']	['31', '1', '2292', '699', '104']	0
['91', '3371', '553', '163']	['3371', '2019', '231', '8399']	0
['219', '135', '194', '244', '289', '777', '1574', '403', '25', '214', '843', '524', '229', '281']	['3039', '135', '194', '244', '289', '777', '1574', '403', '25', '214', '843', '524', '229', '281']	0
['659', '41', '32', '1114', '345', '328', '15', '319', '414', '68']	['659', '41', '32', '4343', '213', '1', '133', '2275', '78']	0
['155', '4636', '576', '114', '3706', '4', '10', '294']	['4636', '576', '114', '482', '1065', '10', '294']	1
['289', '89', '226', '3', '131', '543', '56']	['2015', '1583', '68', '56', '3', '215', '37']	0
['2', '413', '4443', '3367', '72', '294']	['911', '2', '8511', '413', '6333', '10143', '10144']	0
['85', '28', '34', '53', '109']	['85', '28', '34', '53', '138']	1
['10', '229', '110', '233', '1374', '3']	['1374', '3', '233', '122']	0
['12', '22', '25', '400']	['12', '25', '10', '137']	1
['518', '770', '5', '711']	['6', '574', '518', '40', '858']	0
['110', '192', '385', '428', '346']	['192', '385', '428', '346', '1502', '110']	0
['75', '290', '202', '940']	['197', '75', '290', '202', '34', '588']	1
['20', '127', '183', '447', '225', '395', '52']	['1641', '1534', '20', '127', '183', '225', '1405']	0
['707', '1609', '5236', '36', '505', '117', '9', '903']	['707', '1609', '247', '48', '117', '13']	0
['38', '175', '542', '1367', '1267', '44']	['542', '1367', '1267', '16', '44']	1
['473', '69', '70', '3737', '2683']	['237', '95', '77', '7015', '112', '952']	0
['2339', '3076', '88', '2367', '938', '445']	['2339', '49', '2712', '445', '88', '11225', '200', '2', '445', '88']	0
['97', '2', '974', '1504', '834', '1663', '476', '834', '97', '1', '56']	['949', '97', '360', '10147', '550', '686', '2210']	0
['265', '2131', '265', '1141', '2324', '438', '1138', '967', '311', '619', '18']	['265', '2131', '265', '1141', '2324', '438', '1138', '967', '311', '1', '5', '162']	1
['73', '16', '1092', '423', '73', '931', '296', '252']	['73', '73', '931', '296', '252', '110']	1
['2118', '3973', '1203', '772', '1172', '179', '566', '126', '23', '5', '150']	['270', '489', '4215', '214', '3227', '74', '1633', '162']	0
['60', '456', '341', '81', '3225', '159']	['159', '922', '60', '112', '339', '24', '266']	0
['50', '4563', '134', '372', '62', '30', '116', '579', '2167']	['50', '514', '449', '30', '134', '38', '70']	0
['1867', '119', '1074', '4659', '53', '1371', '23', '111', '72', '53', '161', '80']	['752', '235', '1371', '40', '161']	0
['594', '3786', '133', '912', '686']	['1126', '2', '3786', '58', '3084', '102']	0
['6392', '3863', '3503', '1889', '10', '177', '241']	['1449', '1889', '17', '227']	0
['1026', '7017', '2487', '2200', '3016', '1219', '1504', '15']	['270', '2734', '2650', '58', '1916', '2487', '2200', '3016', '1219', '1504', '15']	1
['169', '1136', '371', '122', '421']	['169', '1136', '371', '122']	1
['12', '1504', '50', '5731', '116', '12', '8', '1', '348', '21', '25', '137']	['12', '8', '358', '348', '35', '15', '137', '41', '12', '25']	0
['12', '280', '773']	['477', '76', '6161', '758', '12', '280']	0
['891', '27', '336', '4406', '365', '1123', '308', '5430', '1123', '2']	['8415', '27', '2229', '1313', '53', '298', '80']	0
['29', '481', '83', '84', '38', '83', '210']	['84', '71', '83', '43']	0
['6', '684', '2697', '3513', '2201', '5', '356']	['10911', '2043', '2201', '5', '291', '708']	0
['117', '7626', '2036', '256', '170', '92', '55', '31', '10', '512', '166']	['4529', '744', '2663', '2663', '117', '388', '55', '31', '505', '903']	0
['2124', '1362', '80', '154', '138']	['2124', '7047', '53', '1347', '109', '396', '1011', '15']	0
['1196', '29', '782', '332', '989', '17', '342', '782', '17', '5511']	['29', '1196', '95', '195', '5510', '1767', '21', '989', '17', '342', '7597', '1125', '23', '3032']	1
['112', '834', '2648', '974']	['97', '2', '974', '22', '1', '133', '834']	1
['148', '4', '63', '1032', '390', '174', '148', '1044']	['93', '531', '1223', '8', '1032', '390', '561', '1350', '163']	0
['2800', '4', '68', '120', '4', '470', '14', '99', '15', '260', '1174', '68']	['2800', '4', '68', '260', '4', '470', '99', '15', '260', '1174']	0
['500', '350', '412', '214', '447', '24', '13']	['535', '963', '514', '5033', '270', '1053', '270', '489', '500', '350', '412', '214', '447', '24', '13']	1
['299', '418', '1383', '686', '22', '735']	['1383', '940', '15', '40']	0
['1827', '82', '1827', '6026', '44']	['1827', '82', '8312', '112', '10459', '2', '10460']	0
['20', '219', '2287', '2857', '20', '16', '2287', '3886', '1310', '20', '89']	['20', '219', '2287', '2857', '20', '22', '2287', '3886', '10', '1310', '20', '89', '40']	1
['1922', '187', '257', '293', '68', '51']	['1922', '187', '564', '257', '94', '293', '1', '56']	0
['563', '790', '257']	['293', '790', '136']	0
['416', '717', '319', '854']	['426', '717', '279', '8', '319', '854']	1
['36', '4785', '11', '309', '495', '478', '2874', '4557', '56', '36', '15', '166', '90']	['88', '309', '105', '2050', '495', '743', '11', '60', '166', '881']	0
['1610', '401', '5362', '2348', '2154']	['3842', '2154', '8', '1610', '401', '6157', '314']	1
['92', '105', '902', '2613', '78', '644', '103', '92', '55', '31', '92', '1', '16', '103', '78', '196', '166']	['92', '105', '902', '2613', '78', '644', '103', '92', '55', '31', '92', '16', '103', '78', '196', '166']	0
['66', '2', '264', '23', '86', '2010', '719', '86']	['174', '264', '374', '170', '23', '86', '653', '719', '86']	1
['410', '947', '259', '657', '1830', '1107']	['410', '947', '259', '657', '1830', '1107', '17', '342', '140']	1
['1197', '1893', '578', '319', '2859']	['48', '4518', '2211', '594', '246']	0
['448', '96', '54', '51']	['51', '2728']	0
['34', '21', '1484']	['40', '727', '21', '1484']	1
['31', '83', '8', '644', '502', '16', '93']	['93', '31', '83', '22', '90', '502']	1
['286', '313', '1619', '15']	['6', '1966', '15', '1576', '282']	0
